IncidentDate,State,CityOrCounty,Address,Killed,Injured,Operations
"February 27, 2016",Virginia,"Woodbridge (Lake Ridge)","13051 Lashmere Ct",2,2,N/A
"February 26, 2016",Washington,Belfair,"300 block of Horseshoe Rd.",5,0,N/A
"February 25, 2016",Kansas,Hesston,"200 S Ridge Rd",4,14,N/A
"February 23, 2016",Arizona,Glendale,"4812 West Sunnyside Ave",5,0,N/A
"February 23, 2016",Florida,"Daytona Beach","1042 Sheridan Road",0,4,N/A
"February 21, 2016",Texas,Houston,"5100 block of Idaho Street",0,5,N/A
"February 21, 2016",Missouri,Hazelwood,"7217 N Lindbergh Blvd",1,3,N/A
"February 20, 2016",Florida,Tampa,"2810 E. Bearss Ave",1,3,N/A
"February 20, 2016",Michigan,Kalamazoo,"5581 Cracker Barrel Blvd",6,2,N/A
"February 20, 2016",Alabama,Bessemer,"200 block of Elm Street",1,3,N/A
"February 20, 2016",Florida,Orlando,"446 S Parramore Ave",0,4,N/A
"February 20, 2016",Mississippi,Iuka,"231 Co Rd 201",2,3,N/A
"February 19, 2016",Missouri,Edgerton,"4100 block of Buena Vista Road",4,0,N/A
"February 19, 2016",California,Vallejo,"509 Porter Street",1,3,N/A
"February 14, 2016",Texas,Houston,"8449 Gulf Freeway",1,3,N/A
"February 14, 2016",Alabama,"Eutaw (Union)","Earnest Friday Road",0,5,N/A
"February 13, 2016",Louisiana,Marrero,"5425 Lapalco Boulevard",0,4,N/A
"February 7, 2016",Mississippi,"Pass Christian","Davis Avenue",2,4,N/A
"February 7, 2016",Florida,Orlando,"7432 Universal Blvd",2,10,N/A
"February 7, 2016","New York",Rochester,"547 State St",1,7,N/A
"February 7, 2016",Illinois,"Chicago (Englewood)","6500 block of South Green Street",0,4,N/A
"February 6, 2016",California,"Los Angeles","12800 block of Cook Street",1,3,N/A
"February 6, 2016",Florida,Apopka,"10th Street",0,4,N/A
"February 6, 2016",Florida,Tampa,"8123 N Nebraska Ave",2,6,N/A
"February 3, 2016","District of Columbia",Washington,"1500 block of Butler St. SE",0,4,N/A
"January 30, 2016",Arizona,Glendale,"67th and Missouri Avenue",3,5,N/A
"January 27, 2016",Virginia,Chesapeake,"1401 N. George Washington Hwy",6,0,N/A
"January 26, 2016",Washington,Seattle,"Airport Way S. and S. Atlantic St.",2,3,N/A
"January 25, 2016",California,Perris,"140 S. D Street",1,4,N/A
"January 23, 2016",California,"Los Angeles","8105 Avalon Blvd",2,2,N/A
"January 17, 2016",Virginia,"Ware Neck (Gloucester Courthouse)","Ditchley Road and Gill Lane",1,3,N/A
"January 11, 2016",Delaware,Wilmington,"900 block of Brown Street",1,4,N/A
"January 8, 2016","District of Columbia",Washington,"1700 E Capitol St NE",0,4,N/A
"January 8, 2016",Illinois,Chicago,"1500 block of South Kedzie",1,4,N/A
"January 7, 2016",Tennessee,Memphis,"3800 block of Kerwood Avenue",1,3,N/A
"January 6, 2016",Florida,Lakeland,"2312 East Magnolia Street",3,1,N/A
"December 31, 2017",Colorado,"Littleton (Highlands Ranch)","3404 E County Line Rd",2,6,N/A
"December 31, 2017",Illinois,Chicago,"2335 Howard St",0,4,N/A
"December 31, 2017","New Jersey","Long Branch","635 Wall St",4,0,N/A
"December 27, 2017",Nevada,"Las Vegas","3750 E Bonanza Rd",2,2,N/A
"December 26, 2017",Florida,Miami,"NW 18th Ave and 86th Ter",0,5,N/A
"December 24, 2017",Mississippi,Vicksburg,"1111 Mulberry Street",0,5,N/A
"December 24, 2017",Alabama,Troy,"100 block of Chapman St",1,4,N/A
"December 23, 2017",Louisiana,Eunice,"100 block of City Avenue",1,3,N/A
"December 23, 2017",Alabama,Birmingham,"3rd Ave N and 9th St N",0,4,N/A
"December 21, 2017",Pennsylvania,Philadelphia,"6600 block of Dorel St",1,3,N/A
"December 21, 2017",Louisiana,Lafayette,"1500 block of N University Avenue",0,4,N/A
"December 16, 2017",Mississippi,"Mc Cool (Mccool)","Ferguson Rd",0,4,N/A
"December 15, 2017",California,Pacoima,"13041 Jouett Street",0,5,N/A
"December 13, 2017",Ohio,Columbus,"200 block of E Barthman Ave",1,3,N/A
"December 12, 2017",Kentucky,Louisville,"17th and Gallagher Streets",0,4,N/A
"December 12, 2017",Texas,Garland,"1301 Rivercrest Ln",0,4,N/A
"December 9, 2017",Massachusetts,Boston,"Proctor St",0,4,N/A
"December 6, 2017",Illinois,Chicago,"4620 N Broadway",0,4,N/A
"December 4, 2017",Pennsylvania,Pittsburgh,"7200 block of Everton St",2,2,N/A
"December 3, 2017",Tennessee,Memphis,"656 Marshall Ave",1,3,N/A
"December 2, 2017",Michigan,Detroit,"5200 Woodward Avenue",0,4,N/A
"November 30, 2017",Michigan,Detroit,"11000 block of Gunston",1,4,N/A
"November 24, 2017",Mississippi,Brookhaven,"119 Martin Street",1,6,N/A
"November 24, 2017",Ohio,Cleveland,"11618 Buckeye Rd",1,5,N/A
"November 18, 2017",Minnesota,Minneapolis,"3600 block of Emerson Avenue North",0,4,N/A
"November 17, 2017",Louisiana,"New Iberia","900 Block of Mississippi St",0,4,N/A
"November 16, 2017",Georgia,Columbus,"1400 block of 15th Street",0,7,N/A
"November 14, 2017",California,Corning,"17357 Stagecoach Rd",6,12,N/A
"November 14, 2017",California,Richmond,"900 Block of View Dr",2,2,N/A
"November 12, 2017",Indiana,Gary,"4601 Melton Rd",0,7,N/A
"November 12, 2017",California,Fresno,"S Calvin Ave",0,5,N/A
"November 12, 2017",Georgia,Atlanta,"50 Lower Alabama St",2,2,N/A
"November 11, 2017",Texas,Dallas,"2532 Martin Luther King Jr Blvd",1,3,N/A
"November 11, 2017",Louisiana,"New Orleans","Forstall Street and Burgundy Street",1,5,N/A
"November 11, 2017","North Carolina",Fayetteville,"2835 Bragg Blvd",1,5,N/A
"November 10, 2017",Ohio,"Dayton (Trotwood)","193 Olive Rd",0,4,N/A
"November 9, 2017",Pennsylvania,Philadelphia,"1800 block of Ringgold",0,4,N/A
"November 5, 2017",Texas,"Sutherland Springs","216 4th St",27,20,N/A
"November 4, 2017",Texas,Austin,"N Lamar Blvd and Masterson Pass",0,4,N/A
"November 4, 2017",Ohio,Youngstown,"2810 Market St",0,4,N/A
"November 4, 2017",California,"Santa Monica","1515 Ocean Avenue",1,3,N/A
"November 3, 2017",Minnesota,Minneapolis,"10th Ave S and E 24th St",0,4,N/A
"November 3, 2017",California,Gardena,"E 163rd St and S Main St",0,4,N/A
"November 3, 2017","New York",Buffalo,"147 Roosevelt Ave",0,4,N/A
"November 3, 2017",Louisiana,Lacombe,"27600 block of Mirmar Street",1,4,N/A
"October 29, 2017",Texas,Austin,"5500 block of Ave F",1,3,N/A
"October 28, 2017",Ohio,Toledo,"1327 N Huron St",0,4,N/A
"October 28, 2017",Virginia,Petersburg,"N Sycamore St and Franklin",1,3,N/A
"October 27, 2017",Kentucky,Louisville,"1716 Prentice St",0,6,N/A
"October 27, 2017",California,"San Francisco","1100 block of Fillmore",0,4,N/A
"October 23, 2017",California,"Clearlake Oaks","13000 block of Anchor Village",2,3,N/A
"October 22, 2017",Connecticut,Hartford,"Wethersfield Avenue and Elliott Street",0,4,N/A
"October 22, 2017",Alabama,Lanett,"1606 19th St Sw",2,7,N/A
"October 21, 2017",Florida,Jacksonville,"164 E Eubanks St",0,4,N/A
"October 21, 2017",Tennessee,Nashville,"1277 12th Ave S",0,4,N/A
"October 21, 2017",Pennsylvania,Chester,"1200 block of W Carlas Ln",0,4,N/A
"October 21, 2017",Florida,Tampa,"400 Block of E Nordica St",0,4,N/A
"October 18, 2017",Maryland,Edgewood,"2111 Emmorton Park Rd",3,3,N/A
"October 17, 2017","New York",Brooklyn,"181 Martense St",0,4,N/A
"October 16, 2017",Mississippi,Meridian,"5th Street",1,3,N/A
"October 15, 2017",Texas,Houston,"6233 Gulfton St",2,2,N/A
"October 15, 2017",Arizona,Phoenix,"107th Ave and Camelback Rd",1,3,N/A
"October 12, 2017",California,"Aliso Viejo","6 Asbury Ct",2,2,N/A
"October 11, 2017",Ohio,Pedro,"15497 SR 93",4,0,N/A
"October 10, 2017",California,"San Francisco","25th St and Treat Ave",0,4,N/A
"October 9, 2017",Texas,Houston,"3352 Old Spanish Trail",0,5,N/A
"October 7, 2017",Arizona,Phoenix,"87th Ave and Thomas Rd",0,4,N/A
"October 6, 2017",Illinois,Chicago,"8000 block of S Marshfield",0,5,N/A
"October 5, 2017",Arizona,"Casa Grande","400 block of W 13th Street",4,0,N/A
"October 3, 2017",Florida,Miami,"2051 NW 65th St",0,4,N/A
"October 1, 2017",Kansas,Lawrence,"1000 block of Massachusetts St",3,2,N/A
"October 1, 2017",Nevada,"Las Vegas","3950 Las Vegas Blvd S",59,441,N/A
"September 30, 2017",Tennessee,Memphis,"800 block of Kerr Avenue",1,3,N/A
"September 28, 2017",Louisiana,"New Orleans","2001 N Rocheblave St",1,3,N/A
"September 26, 2017",Pennsylvania,Philadelphia,"100 block of Pastorius St",1,3,N/A
"September 26, 2017",Tennessee,Memphis,"2531 Chelsea Ave",0,4,N/A
"September 26, 2017",Maryland,Baltimore,"3200 block of Lyndale Ave",2,2,N/A
"September 24, 2017",Maryland,Baltimore,"500 block of E. Patapsco Avenue",0,4,N/A
"September 24, 2017",Tennessee,Antioch,"3890 Pin Hook Rd",1,8,N/A
"September 24, 2017","New York",Syracuse,"1226 E Fayette St",0,4,N/A
"September 24, 2017","New Jersey","Mays Landing","6000 block of Hoover Dr",1,3,N/A
"September 23, 2017",California,Bakersfield,"818 Real Rd",1,4,N/A
"September 23, 2017",Illinois,Danville,"Seminary St and Jackson St",0,5,N/A
"September 23, 2017",Connecticut,Hartford,"1164 Albany Ave",2,2,N/A
"September 20, 2017",Indiana,Gary,"4300 block of 23rd Ct",0,5,N/A
"September 17, 2017",Michigan,Detroit,"5000 block of Stanton Street",1,3,N/A
"September 17, 2017",Virginia,Petersburg,"300 Mistletoe St",1,4,N/A
"September 16, 2017","South Carolina",Columbia,"920 Lady Street",0,8,N/A
"September 13, 2017",Tennessee,Memphis,"1000 block of Morehead St",1,5,N/A
"September 13, 2017",Washington,Rockford,"14626 S Jackson Rd",1,3,N/A
"September 13, 2017",Pennsylvania,York,"400 block of S Duke St",0,4,N/A
"September 13, 2017",Pennsylvania,Philadelphia,"3100 block of N 2nd St",0,4,N/A
"September 10, 2017",Texas,Plano,"1712 West Spring Creek Parkway",9,1,N/A
"September 10, 2017",Louisiana,"New Orleans","2101 N Claiborne Ave",1,3,N/A
"September 9, 2017",Alabama,Selma,"Kings Bend Road",0,4,N/A
"September 6, 2017",Illinois,Chicago,"2700 block of Madison",0,4,N/A
"September 4, 2017",Illinois,Bellwood,"1000 block of Bellwood Ave",0,4,N/A
"September 3, 2017",California,Inglewood,"10100 block of S Firmona Ave",2,3,N/A
"September 2, 2017",Kentucky,Louisville,"8008 Watterson Trl",0,4,N/A
"September 2, 2017",Illinois,Chicago,"8300 block of S Hermitage",1,3,N/A
"August 28, 2017","New Mexico",Clovis,"701 N Main St",2,4,N/A
"August 27, 2017",California,Sacramento,"7760 24th St",1,4,N/A
"August 27, 2017",Indiana,Evansville,"1127 Chestnut St",1,3,N/A
"August 25, 2017",Florida,Gainesville,"1600 NE 8th Ave",0,4,N/A
"August 24, 2017",Missouri,"Saint Louis","10400 block of Balmoral Dr",4,0,N/A
"August 22, 2017",Illinois,Chicago,"300 block of N Central Ave",0,4,N/A
"August 21, 2017","New Jersey",Newark,"Fabyan Place",0,4,N/A
"August 21, 2017","North Carolina",Whitakers,"980 Fishing Creek Rd",4,0,N/A
"August 21, 2017","New Jersey",Newark,"700 block of S 19th St",1,3,N/A
"August 21, 2017",Maryland,Baltimore,"Cottage Avenue and Park Heights Avenue",1,3,N/A
"August 21, 2017",Tennessee,Memphis,"262 Decatur St",0,4,N/A
"August 20, 2017","New York",Brooklyn,"100th St and Ave M",0,4,N/A
"August 20, 2017",Illinois,Chicago,"11901 S Loomis St",2,5,N/A
"August 19, 2017",Ohio,Cleveland,"11143 Superior Ave",1,4,N/A
"August 16, 2017","New York",Wyandanch,"Merritt Ave and 15th St",0,4,N/A
"August 14, 2017",California,"North Hollywood","Morrison St and Klump Ave",2,2,N/A
"August 13, 2017",Pennsylvania,Philadelphia,"39th St and Melon St",0,5,N/A
"August 13, 2017",California,Sacramento,"4000 Block of Martin Luther King Jr Blvd",0,4,N/A
"August 13, 2017",Virginia,Suffolk,"8700 block of Quay Rd",0,4,N/A
"August 12, 2017",Missouri,"Saint Louis","12310 Bellefontaine Rd",1,3,N/A
"August 8, 2017",Illinois,Chicago,"1 block of East 37th St",1,6,N/A
"August 6, 2017","New York",Bronx,"Wickham Ave",0,6,N/A
"August 6, 2017","New York",Bronx,"Unionport Rd",0,4,N/A
"August 6, 2017",California,Oakland,"1000 block of 106th Avenue",0,7,N/A
"August 5, 2017","New Jersey",Lakewood,"900 block of Brook Road",0,4,N/A
"August 5, 2017","South Carolina",Allendale,"300 block of Ellis St",1,3,N/A
"August 5, 2017",Florida,Tallahassee,"1939 W Tennessee St",1,3,N/A
"August 4, 2017",Montana,"Lodge Grass","200 block of North Helen Street",3,2,N/A
"August 3, 2017","District of Columbia",Washington,"3426 18th St NE",1,3,N/A
"August 2, 2017",Maryland,Baltimore,"900 block of N Broadway",0,4,N/A
"August 1, 2017",Illinois,Chicago,"800 block of N Monticello Ave",0,4,N/A
"August 1, 2017",Washington,Toppenish,"8000 Block of Lateral C Rd",0,6,N/A
"August 1, 2017",California,Fresno,"Mariposa St and A St",0,7,N/A
"July 31, 2017",Illinois,Decatur,"Jasper St and Main St",0,4,N/A
"July 30, 2017",Virginia,Norfolk,"1500 block of Azalea Garden Rd",1,5,N/A
"July 30, 2017",Texas,"El Paso","1810 George Dieter Dr",1,3,N/A
"July 29, 2017","New York",Buffalo,"200 block of Carl St",1,4,N/A
"July 29, 2017","North Carolina",Salisbury,"115 W Fisher St",2,3,N/A
"July 28, 2017",Delaware,Wilmington,"400 block of N Washington St",0,4,N/A
"July 27, 2017",Illinois,Chicago,"2000 block of E 71st St",1,4,N/A
"July 26, 2017","North Carolina","High Point","2111 E. Green Drive",1,6,N/A
"July 25, 2017",Florida,Jacksonville,"1040 Golfair Boulevard",1,3,N/A
"July 23, 2017",Illinois,Chicago,"1500 block of East 82nd St",1,3,N/A
"July 23, 2017",Louisiana,"Baton Rouge","10360 Ave H",0,4,N/A
"July 22, 2017",Ohio,Cincinnati,"130 E Clifton Ave",0,5,N/A
"July 19, 2017",Virginia,Richmond,"2300 block of Bethel St",0,5,N/A
"July 19, 2017",California,"Los Angeles","Imperial Hwy and Broadway",1,3,N/A
"July 18, 2017",Wisconsin,Milwaukee,"3000 block of N 39th St",0,4,N/A
"July 18, 2017","New Jersey",Trenton,"Hewitt St and Division St",1,3,N/A
"July 18, 2017",Arizona,"El Mirage","NW Grand Ave and W Thunderbird Rd",0,4,N/A
"July 15, 2017",Pennsylvania,Philadelphia,"21st and Fitzwater",1,3,N/A
"July 15, 2017",Illinois,Chicago,"12200 block of S Throop St",0,4,N/A
"July 9, 2017",Virginia,Lawrenceville,"500 block of Sturgeon Rd",0,7,N/A
"July 8, 2017",Illinois,Alton,"700 block of Oakwood Ave",0,4,N/A
"July 8, 2017",Ohio,Cincinnati,"9917 Capstan Dr",1,8,N/A
"July 6, 2017",Mississippi,Meridian,"Eighth Ave",0,4,N/A
"July 5, 2017",Georgia,Savannah,"Jefferson Street and West St. Julian Street",0,4,N/A
"July 5, 2017",Illinois,"Chicago (Roseland)","11000 block of S Eberhart",2,2,N/A
"July 5, 2017",Maine,Madison,"300 block of Russell Rd",4,1,N/A
"July 4, 2017",Florida,"Orlando (Pine Castle)","501 W Lancaster Rd",0,4,N/A
"July 4, 2017",Virginia,Hampton,"500 block of Patterson Ave",1,4,N/A
"July 4, 2017","North Carolina",Raleigh,"105 E South St",1,3,N/A
"July 3, 2017",Alabama,Prattville,"112 US 82",3,1,N/A
"July 3, 2017",Michigan,Pontiac,"50 block of Thorpe St",1,3,N/A
"July 2, 2017","New Jersey","Jersey City","Wilkinson Avenue",0,4,N/A
"July 2, 2017","South Carolina",Greenwood,"SC 72 Bypass",0,4,N/A
"July 1, 2017",Arkansas,"Little Rock","220 W 6th St",0,25,N/A
"July 1, 2017",Illinois,Momence,"2727 S 13000 Rd E",0,4,N/A
"July 1, 2017","New Jersey",Newark,"Lincoln Park and Pennsylvania Avenue",2,2,N/A
"July 1, 2017",California,Oakland,"3200 Humboldt Ave",0,4,N/A
"June 30, 2017","New York",Bronx,"1650 Grand Concourse",2,6,N/A
"June 27, 2017",Illinois,Chicago,"200 block of S Lotus",0,5,N/A
"June 25, 2017","District of Columbia",Washington,"5900 block of Southern Ave SE",0,4,N/A
"June 25, 2017",Missouri,"Saint Louis","5000 block of Thekla Ave",1,3,N/A
"June 24, 2017",Florida,"Fort Lauderdale","2335 NW 16th Ct",1,4,N/A
"June 24, 2017","New York","New York (Manhattan)","114th St and Manhattan Ave",0,5,N/A
"June 24, 2017","New Jersey",Willingboro,"Pastoral Lane",0,4,N/A
"June 22, 2017",Georgia,Atlanta,"1100 block of Osborne Street",1,6,N/A
"June 18, 2017",Missouri,"Saint Louis","1900 block of N 14th St",3,2,N/A
"June 18, 2017","District of Columbia",Washington,"3100 block of Buena Vista Terrace SE",0,4,N/A
"June 18, 2017",Illinois,Chicago,"3300 block of W Crystal St",0,4,N/A
"June 18, 2017","South Carolina","Myrtle Beach","311 N Ocean Blvd",0,7,N/A
"June 17, 2017",Illinois,Chicago,"1 block of N Latrobe",0,4,N/A
"June 17, 2017",Ohio,Columbus,"6252 Busch Blvd",1,4,N/A
"June 15, 2017",Virginia,Richmond,"4053 Old Brook Road",1,3,N/A
"June 15, 2017","New Mexico","La Madera","491 NM 111",5,0,N/A
"June 14, 2017",Virginia,Alexandria,"420 E Monroe Ave",1,5,N/A
"June 14, 2017",Ohio,Canton,"14th St NE and Gibbs Ave NE",0,4,N/A
"June 14, 2017",California,"San Francisco","720 San Bruno",4,2,N/A
"June 13, 2017",Maryland,Baltimore,"3300 block of Ayrdale Avenue",0,4,N/A
"June 13, 2017",Maryland,Baltimore,"1200 block of Bonaparte Avenue",2,2,N/A
"June 13, 2017",Missouri,"Saint Louis (University City)","Ferguson Ave and Plymouth Ave",0,4,N/A
"June 11, 2017",Illinois,Chicago,"3300 block of W Douglas Blvd",0,9,N/A
"June 11, 2017",Tennessee,Chattanooga,"4272 Bonny Oaks Drive",0,4,N/A
"June 11, 2017",Texas,Houston,"505 Cypress Station Dr",0,4,N/A
"June 10, 2017",Tennessee,Memphis,"571 East Street",0,4,N/A
"June 9, 2017",Texas,"Fort Worth","East Davis Avenue and New York Avenue",2,5,N/A
"June 8, 2017",Louisiana,"New Orleans","3650 Franklin Ave",0,6,N/A
"June 6, 2017",Utah,Sandy,"2232 Alta Canyon Drive",3,2,N/A
"June 5, 2017",Florida,Orlando,"2427 Forsyth Rd",6,0,N/A
"June 3, 2017",Missouri,"Saint Louis","1600 Block of Union Blvd",2,2,N/A
"June 3, 2017",Louisiana,"New Orleans","3717 Tulane Ave",3,2,N/A
"June 2, 2017",California,"Los Angeles","89th St and Broadway",1,3,N/A
"June 2, 2017",Texas,Laredo,"5301 McPherson Rd",2,3,N/A
"June 1, 2017",Missouri,"Saint Louis","Beacon Ave and Lillian Ave",3,1,N/A
"May 30, 2017",Ohio,Middletown,"1200 Elliott Dr",1,3,N/A
"May 29, 2017",Kentucky,Louisville,"231 Witherspoon St",1,3,N/A
"May 28, 2017",Alabama,"Phenix City","100 block of 6th Street South",0,12,N/A
"May 28, 2017","New Jersey",Paterson,"86 Main Street",1,5,N/A
"May 28, 2017",Mississippi,"Moss Point","6103 Hwy. 63",0,5,N/A
"May 27, 2017","New York","New York (Manhattan)","318 W 14th St",0,4,N/A
"May 27, 2017","District of Columbia",Washington,"100 block of Q St NW",1,7,N/A
"May 27, 2017",Mississippi,"Bogue Chitto","2871 Lee Dr",8,1,N/A
"May 26, 2017",Florida,Miami,"2730 NW 167th St",0,4,N/A
"May 21, 2017",Iowa,"Des Moines","4300 Beaver Dr",1,3,N/A
"May 21, 2017",Arizona,Mesa,"441 N Val Vista Dr",0,4,N/A
"May 20, 2017",Pennsylvania,Philadelphia,"2100 block of W Huntingdon St",0,10,N/A
"May 16, 2017","South Carolina",Ruffin,"21785 Lowcountry Hwy",3,1,N/A
"May 14, 2017",Arkansas,Jonesboro,"311 S Main St",1,6,N/A
"May 14, 2017",Illinois,Dolton,"14112 Chicago Road",0,5,N/A
"May 14, 2017",Florida,"Avon Park","Hal McRae Blvd and Delaney Ave",0,5,N/A
"May 14, 2017",Texas,"Fort Worth","8600 block of Calmont Ave",0,4,N/A
"May 10, 2017","New Jersey",Trenton,"300 block of Centre St",1,3,N/A
"May 9, 2017",Kansas,"Kansas City","1900 block of S. Boeke",3,1,N/A
"May 7, 2017",Illinois,Chicago,"2600 block of 46th Pl",2,8,N/A
"May 4, 2017",Michigan,Flint,"600 block of Copeman Boulevard",1,3,N/A
"May 2, 2017",Florida,Jacksonville,"1566 West 24th Street",1,3,N/A
"May 1, 2017",Texas,Dallas,"3200 block of Reynolds Ave",2,3,N/A
"April 30, 2017",California,"San Diego","9080 Judicial Dr",2,6,N/A
"April 30, 2017",Kansas,Topeka,"4104 SW 28th",4,1,N/A
"April 30, 2017",Florida,Jacksonville,"1200 Ken Knight Dr N",0,5,N/A
"April 30, 2017","South Carolina",Loris,"268 N Sea Green Rd",1,5,N/A
"April 29, 2017",California,"Los Angeles (Boyle Heights)","Murchison St and Lancaster Ave",1,3,N/A
"April 29, 2017",California,Sacramento,"3800 block of 26th Avenue",0,5,N/A
"April 29, 2017",California,Whittier,"10000 block of Carmentia Rd",1,5,N/A
"April 29, 2017",Maryland,Germantown,"12839 Kitchen House Way",1,3,N/A
"April 29, 2017",California,Compton,"2000 Block of N Nestor Ave",0,4,N/A
"April 29, 2017",Virginia,"Virginia Beach","200 block of 18th St",0,4,N/A
"April 28, 2017",Pennsylvania,Chester,"5 E 21st St",0,4,N/A
"April 27, 2017","New Jersey",Newark,"1100 block of S Orange Ave",1,3,N/A
"April 26, 2017",Florida,Miami,"SW 264th St and 139th Ave",0,4,N/A
"April 21, 2017",Florida,"Palm Bay","2500 block of Vernon Dr",2,2,N/A
"April 20, 2017",Kentucky,Louisville,"700 block of East Jacob Street",0,4,N/A
"April 16, 2017",California,Vallejo,"110 Calhoun Street",0,4,N/A
"April 16, 2017","North Carolina","Elizabeth City","611 S Martin St",0,4,N/A
"April 16, 2017",Ohio,Columbus,"1710 Cleveland Av",0,9,N/A
"April 15, 2017",Illinois,"Rock Falls","311 W  2nd St",0,4,N/A
"April 15, 2017",Pennsylvania,Philadelphia,"5900 block of Hammond St",0,4,N/A
"April 15, 2017",Indiana,Indianapolis,"300 block of S Meridian St",0,4,N/A
"April 15, 2017",Alabama,Birmingham,"1480 Center Point Pkwy",0,6,N/A
"April 15, 2017",Illinois,Harvey,"14600 block of Myrtle Avenue",0,4,N/A
"April 15, 2017",California,Banning,"900 block of N Allen St",0,4,N/A
"April 13, 2017",Georgia,Atlanta,"30 Anderson Ave SW",1,3,N/A
"April 9, 2017",Texas,"San Antonio","3100 block of Fidelia Drive",1,3,N/A
"April 9, 2017",Indiana,"Fort Wayne","9439 Lima Rd",1,3,N/A
"April 7, 2017","North Carolina",Hickory,"1423 29th Ave Dr NE",3,1,N/A
"April 7, 2017",Texas,Houston,"3829 Mount Pleasant St",5,0,N/A
"April 7, 2017",Minnesota,"Saint Paul","1600 block of English St",4,1,N/A
"April 7, 2017",Illinois,Chicago,"5600 block of W Lake St",1,5,N/A
"April 6, 2017",Louisiana,"Lake Charles","2000 block of Tulip St",1,3,N/A
"April 3, 2017",Pennsylvania,Philadelphia,"1100 block of W Stiles St",3,1,N/A
"April 3, 2017",Texas,Lubbock,"5401 Ave Q",0,7,N/A
"April 2, 2017",Illinois,Chicago,"3500 block of W Van Buren St",2,4,N/A
"April 2, 2017",Iowa,"Des Moines","2500 Martin Luther King Jr. Parkway",0,5,N/A
"April 1, 2017",California,Pittsburg,"100 block of Madoline Street",0,5,N/A
"April 1, 2017",Florida,Tampa,"219 S Howard Ave",1,4,N/A
"April 1, 2017",Oklahoma,"Oklahoma City","1200 block of N Woodward Avenue",2,3,N/A
"March 30, 2017",Illinois,Chicago,"2704 E 75th St",4,0,N/A
"March 27, 2017",Florida,Sanford,"209 Hays Dr",2,4,N/A
"March 26, 2017",Ohio,Cleveland,"E 75th St",2,2,N/A
"March 26, 2017",Texas,Houston,"5619 Aldine Bender Rd",2,4,N/A
"March 26, 2017",Ohio,Cincinnati,"4601 Kellogg Ave",2,15,N/A
"March 25, 2017",Tennessee,Knoxville,"Minnesota Ave",1,4,N/A
"March 25, 2017",Michigan,Detroit,"8443 Grand River Ave",1,3,N/A
"March 25, 2017",Ohio,Cleveland,"E 79th St and Woodland Ave",2,2,N/A
"March 24, 2017",California,Fresno,"300 block of South Villa Avenue",1,4,N/A
"March 24, 2017",Missouri,"Saint Louis","5100 block of Palm St",1,6,N/A
"March 22, 2017",Wisconsin,Rothschild,"1133 E Grand Ave",5,0,N/A
"March 19, 2017",Kentucky,Louisville,"1512 Portland Avenue",1,5,N/A
"March 18, 2017",Michigan,Detroit,"16000 block of Rutherford",3,2,N/A
"March 15, 2017",Louisiana,Metairie,"2508 Pasadena Ave",3,1,N/A
"March 10, 2017",Illinois,Chicago,"123 E 51st St",2,2,N/A
"March 10, 2017",Louisiana,"New Orleans (Gentilly)","4200 block of Touro St",3,1,N/A
"March 7, 2017",Illinois,Chicago,"W 76th St and S May St",0,4,N/A
"March 5, 2017",Georgia,Columbus,"600 block of 32nd Street",0,4,N/A
"March 4, 2017",Kansas,Topeka,"23rd and Bellview",1,4,N/A
"March 4, 2017",California,Sacramento,"2500 block of 33rd St",0,4,N/A
"March 3, 2017",Pennsylvania,Philadelphia,"7165 Germantown Ave",0,4,N/A
"March 3, 2017",California,Riverside,"8300 block of Trey Ave",0,5,N/A
"February 28, 2017",Ohio,Cincinnati,"1700 of Casey Dr",0,6,N/A
"February 27, 2017",Virginia,"Newport News","11810 Fountain Way",0,4,N/A
"February 26, 2017",Indiana,Gary,"1700 Grant St",1,4,N/A
"February 25, 2017",Ohio,Warren,"1564 Niles Cortland Rd SE",2,3,N/A
"February 25, 2017",Florida,Jacksonville,"3604 Moncrief Rd",1,4,N/A
"February 22, 2017","New York",Rochester,"191 Genesee St",0,4,N/A
"February 21, 2017",Ohio,Cleveland,"16700 Lorain Ave",0,4,N/A
"February 21, 2017",Mississippi,Toomsuba,"Butts Road",4,0,N/A
"February 20, 2017",Ohio,Cleveland,"1082 East 105th Street",0,5,N/A
"February 19, 2017",Virginia,Norfolk,"Church Street and East Virginia Beach Blvd",1,3,N/A
"February 18, 2017",Pennsylvania,Philadelphia,"1 block of N Conestoga",0,4,N/A
"February 18, 2017",Indiana,"South Bend","1000 block of Yukon St",1,3,N/A
"February 15, 2017",California,Salinas,"30 Soledad Street",0,4,N/A
"February 15, 2017",Illinois,Chicago,"3949 South Albany Avenue",3,2,N/A
"February 12, 2017",Missouri,Caruthersville,"908 Truman Blvd",1,6,N/A
"February 12, 2017","New York",Newburgh,"253 South William Street",1,3,N/A
"February 12, 2017",Florida,Greenville,"Church Ave and Obadiah St",0,5,N/A
"February 11, 2017",Illinois,Chicago,"100 block of N Mayfield",1,3,N/A
"February 11, 2017",Tennessee,Savannah,"Clifton Road and Midway Drive",0,4,N/A
"February 10, 2017",Louisiana,"New Orleans","2nd St and Dryades St",1,5,N/A
"February 9, 2017",Mississippi,Jackson,"3150 Robinson Road",4,0,N/A
